word,frequency,frequency_in_percent
planned,602,0.009352
immediately,599,0.009305
highly,599,0.009305
morning,599,0.009305
mount,599,0.009305
shortly,597,0.009274
liberal,597,0.009274
accepted,596,0.009258
content,595,0.009243
continue,595,0.009243
bibliography,594,0.009227
managed,594,0.009227
damage,593,0.009212
ring,593,0.009212
beyond,593,0.009212
whole,593,0.009212
bronze,593,0.009212
grew,593,0.009212
dark,593,0.009212
moving,592,0.009196
publishing,591,0.009181
am,591,0.009181
divided,591,0.009181
soldier,591,0.009181
resulting,590,0.009165
crime,590,0.009165
split,590,0.009165
scene,588,0.009134
draft,588,0.009134
exhibition,588,0.009134
potential,587,0.009119
produce,587,0.009119
commons,587,0.009119
sixth,586,0.009103
cm,586,0.009103
personnel,586,0.009103
scale,585,0.009088
gas,584,0.009072
fame,583,0.009056
dedicated,583,0.009056
capacity,583,0.009056
winners,583,0.009056
environmental,582,0.009041
rose,582,0.009041
declared,581,0.009025
firm,581,0.009025
organizations,581,0.009025
combined,581,0.009025
metal,580,0.00901
inspired,580,0.00901
households,580,0.00901
clear,579,0.008994
racing,579,0.008994
sport,578,0.008979
tree,578,0.008979
account,577,0.008963
cancer,577,0.008963
foot,575,0.008932
join,574,0.008917
amount,574,0.008917
travel,573,0.008901
survey,573,0.008901
follows,572,0.008886
representative,572,0.008886
except,572,0.008886
girls,572,0.008886
defeat,571,0.00887
plants,571,0.00887
giving,571,0.00887
becomes,570,0.008855
arms,570,0.008855
leaves,570,0.008855
problem,569,0.008839
billboard,568,0.008823
format,568,0.008823
suffered,567,0.008808
facilities,567,0.008808
hosted,566,0.008792
deep,566,0.008792
minute,565,0.008777
electric,565,0.008777
price,565,0.008777
races,564,0.008761
falls,564,0.008761
safety,564,0.008761
keep,563,0.008746
regions,563,0.008746
horse,563,0.008746
bomb,562,0.00873
organized,562,0.00873
fine,560,0.008699
concert,560,0.008699
label,560,0.008699
headquarters,560,0.008699
en,559,0.008684
fashion,559,0.008684
vs,558,0.008668
orchestra,558,0.008668
phase,557,0.008653
web,556,0.008637
exchange,556,0.008637
bus,556,0.008637
citizens,556,0.008637
painting,555,0.008622
yellow,555,0.008622
database,555,0.008622
twenty,554,0.008606
constitution,554,0.008606
attacks,554,0.008606
performances,553,0.00859
cell,553,0.00859
reviews,553,0.00859
materials,553,0.00859
method,553,0.00859
laws,553,0.00859
scoring,552,0.008575
bob,552,0.008575
assigned,552,0.008575
zone,552,0.008575
felt,551,0.008559
independence,551,0.008559
designated,551,0.008559
brigade,550,0.008544
hard,550,0.008544
industrial,549,0.008528
hour,549,0.008528
receive,549,0.008528
learning,548,0.008513
palace,548,0.008513
southeast,548,0.008513
quarter,548,0.008513
roles,548,0.008513
growing,547,0.008497
reach,547,0.008497
medicine,547,0.008497
promotion,546,0.008482
losing,546,0.008482
weight,546,0.008482
pay,546,0.008482
equipment,545,0.008466
districts,545,0.008466
platform,544,0.008451
actions,543,0.008435
figure,543,0.008435
search,543,0.008435
gained,543,0.008435
letters,543,0.008435
spread,542,0.00842
princess,542,0.00842
poetry,542,0.00842
historian,541,0.008404
largely,541,0.008404
mentioned,540,0.008388
needed,540,0.008388
owner,540,0.008388
origin,539,0.008373
percent,539,0.008373
nuclear,539,0.008373
generation,539,0.008373
identified,539,0.008373
cricket,539,0.008373
males,538,0.008357
imperial,537,0.008342
females,537,0.008342
disease,537,0.008342
avenue,536,0.008326
build,536,0.008326
comedy,536,0.008326
probably,535,0.008311
emperor,535,0.008311
let,535,0.008311
meet,535,0.008311
domain,535,0.008311
presence,534,0.008295
purpose,533,0.00828
sons,533,0.00828
purchased,533,0.00828
attention,533,0.00828
methods,533,0.00828
publications,532,0.008264
piece,531,0.008249
bowl,531,0.008249
critics,531,0.008249
job,531,0.008249
ocean,531,0.008249
billion,531,0.008249
nominated,530,0.008233
adult,529,0.008218
lyrics,529,0.008218
classical,529,0.008218
parties,529,0.008218
pandemic,529,0.008218
paid,528,0.008202
advanced,528,0.008202
conflict,526,0.008171
positions,526,0.008171
crown,524,0.00814
expansion,524,0.00814
drive,524,0.00814
kg,523,0.008124
jersey,523,0.008124
alone,523,0.008124
powers,522,0.008109
says,522,0.008109
direction,522,0.008109
expanded,522,0.008109
mike,522,0.008109
intelligence,521,0.008093
acts,521,0.008093
dame,521,0.008093
charge,521,0.008093
geography,521,0.008093
sites,521,0.008093
wins,521,0.008093
knowledge,520,0.008078
towns,520,0.008078
covers,520,0.008078
recognized,520,0.008078
expected,520,0.008078
suggested,520,0.008078
engineer,520,0.008078
surrounding,518,0.008047
derived,518,0.008047
cathedral,518,0.008047
prevent,518,0.008047
density,518,0.008047
matter,518,0.008047
difficult,517,0.008031
steel,516,0.008016
cannot,516,0.008016
returning,516,0.008016
applied,515,0.008
farm,515,0.008
captured,514,0.007985
recently,513,0.007969
quickly,513,0.007969
faculty,512,0.007954
things,512,0.007954
storm,512,0.007954
ultimately,511,0.007938
interior,511,0.007938
eye,511,0.007938
charts,511,0.007938
reduced,511,0.007938
publication,510,0.007922
buried,509,0.007907
secret,509,0.007907
legislative,508,0.007891
votes,508,0.007891
rise,508,0.007891
nothing,507,0.007876
convention,507,0.007876
vehicle,507,0.007876
grant,506,0.00786
motion,506,0.00786
operating,506,0.00786
models,506,0.00786
unknown,506,0.00786
cars,504,0.007829
lies,504,0.007829
reports,504,0.007829
effective,503,0.007814
birth,503,0.007814
subsequent,503,0.007814
attempts,503,0.007814
fox,503,0.007814
athletic,503,0.007814
allowing,503,0.007814
younger,502,0.007798
mountains,502,0.007798
teacher,501,0.007783
flag,501,0.007783
squad,500,0.007767
category,500,0.007767
strategy,500,0.007767
choice,499,0.007752
investigation,499,0.007752
opposition,499,0.007752
transfer,498,0.007736
communist,498,0.007736
bell,497,0.007721
tradition,497,0.007721
marked,496,0.007705
look,496,0.007705
rail,495,0.007689
trees,494,0.007674
grade,493,0.007658
injury,493,0.007658
goes,493,0.007658
properties,493,0.007658
demand,492,0.007643
simply,492,0.007643
theme,492,0.007643
philosophy,491,0.007627
challenge,491,0.007627
newly,491,0.007627
figures,491,0.007627
resulted,491,0.007627
frequently,491,0.007627
weapons,491,0.007627
consecutive,491,0.007627
permanent,490,0.007612
senator,490,0.007612
combat,490,0.007612
attorney,490,0.007612
soccer,489,0.007596
remain,489,0.007596
showed,489,0.007596
murder,488,0.007581
yards,488,0.007581
floor,488,0.007581
blues,488,0.007581
educational,487,0.007565
lawyer,487,0.007565
commissioned,487,0.007565
internal,487,0.007565
fields,487,0.007565
claims,486,0.00755
iron,486,0.00755
theater,486,0.00755
walker,486,0.00755
classic,486,0.00755
develop,486,0.00755
domestic,485,0.007534
alternative,485,0.007534
treaty,484,0.007519
armed,484,0.007519
reason,483,0.007503
artillery,483,0.007503
archive,483,0.007503
villages,482,0.007488
break,482,0.007488
composition,482,0.007488
vehicles,482,0.007488
labor,480,0.007456
situation,480,0.007456
founding,480,0.007456
begin,479,0.007441
existing,479,0.007441
provincial,479,0.007441
documentary,479,0.007441
journalist,479,0.007441
greatest,478,0.007425
authorities,478,0.007425
colonel,478,0.007425
boat,478,0.007425
offers,478,0.007425
obtained,477,0.00741
serves,477,0.00741
achieved,476,0.007394
versions,476,0.007394
pilot,476,0.007394
something,476,0.007394
holy,475,0.007379
alliance,475,0.007379
flow,474,0.007363
partner,474,0.007363
actors,474,0.007363
ending,474,0.007363
product,474,0.007363
etc,474,0.007363
oldest,474,0.007363
listing,473,0.007348
seats,473,0.007348
literary,472,0.007332
approved,472,0.007332
claim,472,0.007332
supply,471,0.007317
identity,471,0.007317
classes,471,0.007317
say,471,0.007317
chosen,471,0.007317
guest,470,0.007301
follow,470,0.007301
effort,470,0.007301
actually,470,0.007301
providing,470,0.007301
creating,470,0.007301
medieval,470,0.007301
fell,469,0.007286
composer,469,0.007286
fully,469,0.007286
fiction,468,0.00727
reaction,468,0.00727
wars,468,0.00727
trust,468,0.00727
metropolitan,467,0.007254
completely,467,0.007254
store,467,0.007254
walls,467,0.007254
conservative,466,0.007239
recognition,466,0.007239
teaching,465,0.007223
core,465,0.007223
maria,465,0.007223
begins,465,0.007223
enemy,465,0.007223
fleet,465,0.007223
succeeded,464,0.007208
offer,464,0.007208
sense,464,0.007208
cold,464,0.007208
facility,464,0.007208
containing,463,0.007192
voiced,463,0.007192
kind,462,0.007177
northeast,462,0.007177
flying,461,0.007161
centuries,461,0.007161
wrestling,461,0.007161
institutions,460,0.007146
necessary,460,0.007146
miss,459,0.00713
passenger,459,0.00713
refugees,458,0.007115
share,458,0.007115
tennis,457,0.007099
link,457,0.007099
gives,457,0.007099
inhabitants,457,0.007099
stand,457,0.007099
registered,457,0.007099
ward,456,0.007084
starring,455,0.007068
unable,455,0.007068
finish,455,0.007068
portion,455,0.007068
kept,454,0.007053
poet,454,0.007053
introduction,454,0.007053
sides,454,0.007053
cemetery,454,0.007053
examples,453,0.007037
receiving,453,0.007037
killing,452,0.007021
supporting,452,0.007021
athletics,452,0.007021
ford,452,0.007021
memory,451,0.007006
relatively,451,0.007006
unique,451,0.007006
regarding,451,0.007006
ray,451,0.007006
landing,450,0.00699
org,450,0.00699
couple,450,0.00699
struck,450,0.00699
arrested,449,0.006975
criminal,449,0.006975
want,449,0.006975
planning,448,0.006959
tony,447,0.006944
aid,447,0.006944
surname,447,0.006944
object,447,0.006944
determined,447,0.006944
honey,446,0.006928
articles,446,0.006928
crisis,446,0.006928
measures,445,0.006913
architect,445,0.006913
factors,445,0.006913
roof,445,0.006913
scheduled,445,0.006913
sign,444,0.006897
functions,444,0.006897
gender,444,0.006897
unlike,444,0.006897
standing,444,0.006897
trains,444,0.006897
duty,444,0.006897
represent,443,0.006882
violence,443,0.006882
focused,443,0.006882
structures,442,0.006866
software,442,0.006866
picture,441,0.006851
speech,441,0.006851
legacy,441,0.006851
glass,441,0.006851
tried,440,0.006835
selling,440,0.006835
visit,439,0.00682
why,439,0.00682
ad,438,0.006804
orange,438,0.006804
fast,438,0.006804
dynasty,437,0.006788
yard,437,0.006788
sub,437,0.006788
weekly,437,0.006788
scenes,437,0.006788
connected,437,0.006788
rank,437,0.006788
jazz,437,0.006788
map,436,0.006773
seventh,436,0.006773
roads,436,0.006773
attempted,436,0.006773
northwest,435,0.006757
needs,435,0.006757
situated,435,0.006757
orders,435,0.006757
incident,434,0.006742
candidates,434,0.006742
iv,434,0.006742
sale,434,0.006742
shared,434,0.006742
anniversary,434,0.006742
wild,434,0.006742
normal,433,0.006726
aired,433,0.006726
visited,433,0.006726
influenced,432,0.006711
performing,432,0.006711
injured,432,0.006711
slightly,431,0.006695
believe,431,0.006695
transportation,430,0.00668
setting,430,0.00668
fighter,430,0.00668
granted,430,0.00668
ottoman,430,0.00668
maximum,429,0.006664
perform,429,0.006664
think,429,0.006664
retirement,429,0.006664
acres,429,0.006664
resigned,429,0.006664
opposed,428,0.006649
settled,428,0.006649
reasons,428,0.006649
pair,428,0.006649
details,428,0.006649
earl,427,0.006633
twelve,427,0.006633
scholars,426,0.006618
employed,426,0.006618
selection,426,0.006618
equal,426,0.006618
peak,425,0.006602
read,425,0.006602
fans,425,0.006602
controlled,425,0.006602
inc,425,0.006602
continues,425,0.006602
taught,425,0.006602
fair,424,0.006587
meant,424,0.006587
fund,424,0.006587
occupied,424,0.006587
rivers,423,0.006571
screen,423,0.006571
broke,423,0.006571
translation,423,0.006571
audience,423,0.006571
holding,423,0.006571
bring,422,0.006555
max,422,0.006555
simple,422,0.006555
churches,422,0.006555
flat,422,0.006555
median,422,0.006555
holds,422,0.006555
eagle,422,0.006555
consisted,422,0.006555
sector,421,0.00654
writers,421,0.00654
application,421,0.00654
invasion,420,0.006524
copies,420,0.006524
question,420,0.006524
resolution,420,0.006524
statement,420,0.006524
multi,419,0.006509
guns,419,0.006509
chapter,418,0.006493
documents,418,0.006493
count,418,0.006493
ways,418,0.006493
consisting,418,0.006493
cape,418,0.006493
height,417,0.006478
extensive,417,0.006478
establishment,417,0.006478
basic,417,0.006478
stating,416,0.006462
stock,416,0.006462
speaking,416,0.006462
stay,416,0.006462
animals,415,0.006447
corner,415,0.006447
lane,415,0.006447
increasing,414,0.006431
specifically,414,0.006431
khan,414,0.006431
discovery,414,0.006431
ideas,414,0.006431
chair,414,0.006431
worldwide,413,0.006416
factory,413,0.006416
damaged,413,0.006416
brand,412,0.0064
hands,412,0.0064
concluded,412,0.0064
ex,412,0.0064
distinguished,411,0.006385
fuel,411,0.006385
pieces,411,0.006385
beat,410,0.006369
straight,410,0.006369
banks,410,0.006369
fought,410,0.006369
refused,409,0.006354
goods,409,0.006354
entitled,409,0.006354
powerful,409,0.006354
representing,409,0.006354
headed,408,0.006338
sets,408,0.006338
failure,408,0.006338
wind,407,0.006322
cells,407,0.006322
bad,407,0.006322
tropical,407,0.006322
traffic,407,0.006322
franchise,406,0.006307
doctor,406,0.006307
refers,406,0.006307
graduate,406,0.006307
conservation,406,0.006307
avoid,406,0.006307
peninsula,406,0.006307
temperature,405,0.006291
hope,405,0.006291
electoral,405,0.006291
faced,405,0.006291
windows,405,0.006291
colonial,405,0.006291
soul,405,0.006291
railroad,405,0.006291
observed,404,0.006276
additionally,404,0.006276
trophy,404,0.006276
bought,403,0.00626
missing,403,0.00626
vision,403,0.00626
equivalent,402,0.006245
shooting,401,0.006229
ceremony,401,0.006229
chemical,401,0.006229
decades,401,0.006229
ethnic,401,0.006229
bodies,401,0.006229
argued,400,0.006214
possibly,400,0.006214
tank,400,0.006214
libertarian,400,0.006214
arm,400,0.006214
commonwealth,399,0.006198
typical,399,0.006198
agricultural,399,0.006198
advance,399,0.006198
mind,398,0.006183
locations,398,0.006183
hits,397,0.006167
homes,397,0.006167
affected,397,0.006167
sought,397,0.006167
virus,397,0.006167
signal,396,0.006152
hired,396,0.006152
dropped,396,0.006152
express,396,0.006152
decade,395,0.006136
musicians,395,0.006136
birds,395,0.006136
indigenous,395,0.006136
reduce,395,0.006136
lot,395,0.006136
comic,394,0.00612
ends,394,0.00612
bachelor,394,0.00612
reform,393,0.006105
southwest,393,0.006105
relative,393,0.006105
translated,393,0.006105
condition,392,0.006089
rare,392,0.006089
contact,392,0.006089
voted,392,0.006089
chamber,392,0.006089
chain,390,0.006058
existence,390,0.006058
funding,390,0.006058
weather,390,0.006058
write,390,0.006058
rich,390,0.006058
allows,390,0.006058
images,389,0.006043
address,389,0.006043
amateur,389,0.006043
hundred,389,0.006043
emergency,389,0.006043
standards,388,0.006027
knight,388,0.006027
protect,387,0.006012
expressed,387,0.006012
bureau,387,0.006012
fly,387,0.006012
mode,387,0.006012
edge,387,0.006012
expedition,387,0.006012
severe,386,0.005996
incorporated,386,0.005996
passing,385,0.005981
occurs,385,0.005981
converted,385,0.005981
reaching,385,0.005981
techniques,385,0.005981
enter,385,0.005981
rating,385,0.005981
importance,383,0.00595
electronic,383,0.00595
communications,382,0.005934
combination,382,0.005934
dates,382,0.005934
looking,382,0.005934
brain,382,0.005934
baby,381,0.005919
basque,381,0.005919
animal,381,0.005919
ranking,381,0.005919
step,380,0.005903
collected,380,0.005903
shape,380,0.005903
institution,380,0.005903
loan,380,0.005903
notably,379,0.005887
causes,379,0.005887
strike,379,0.005887
gray,379,0.005887
ahead,379,0.005887
views,379,0.005887
finishing,378,0.005872
routes,378,0.005872
coastal,378,0.005872
partnership,378,0.005872
onto,377,0.005856
coalition,377,0.005856
doing,377,0.005856
practices,377,0.005856
autonomous,376,0.005841
serious,376,0.005841
ones,376,0.005841
runner,376,0.005841
honorary,376,0.005841
recordings,376,0.005841
improved,375,0.005825
pictures,375,0.005825
pages,375,0.005825
abandoned,375,0.005825
losses,374,0.00581
behavior,374,0.00581
painter,374,0.00581
developing,374,0.00581
shaped,373,0.005794
soundtrack,373,0.005794
reality,373,0.005794
offensive,372,0.005779
joining,372,0.005779
patrol,372,0.005779
extension,372,0.005779
connection,371,0.005763
chapel,371,0.005763
getting,371,0.005763
vocal,370,0.005748
exist,370,0.005748
waters,370,0.005748
improve,370,0.005748
ltd,370,0.005748
drums,369,0.005732
dean,369,0.005732
objects,369,0.005732
mean,369,0.005732
bottom,369,0.005732
formal,369,0.005732
praised,368,0.005717
heat,368,0.005717
merged,368,0.005717
target,368,0.005717
items,368,0.005717
establish,368,0.005717
calling,367,0.005701
negative,367,0.005701
bands,366,0.005686
musician,366,0.005686
producing,366,0.005686
occur,365,0.00567
assault,365,0.00567
starred,363,0.005639
ridge,363,0.005639
parliamentary,363,0.005639
contributions,363,0.005639
accused,363,0.005639
scholar,363,0.005639
path,362,0.005623
protein,362,0.005623
regarded,362,0.005623
causing,362,0.005623
wave,362,0.005623
economics,362,0.005623
measure,362,0.005623
outstanding,361,0.005608
entirely,361,0.005608
competitions,361,0.005608
restaurant,361,0.005608
costs,361,0.005608
passengers,361,0.005608
promote,360,0.005592
assistance,360,0.005592
evening,360,0.005592
evolution,360,0.005592
net,360,0.005592
accident,360,0.005592
toward,360,0.005592
attacked,360,0.005592
paintings,360,0.005592
seconds,359,0.005577
novels,359,0.005577
defensive,359,0.005577
aviation,358,0.005561
